algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__c2,extra__chunk_size,extra__cost_is_approx,extra__d,extra__eps,extra__facility_final,extra__levels_used,extra__m_factor,extra__m_summary,extra__mode,extra__opened_centers,extra__peak_mem_bytes,extra__points_seen,extra__r,extra__state_bytes,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,995710.19087,25.0,blobs,,64.14702,,8192.0,,,,,1.0,2.0,32.0,,,32745689.0,10000.0,,6656.0,,32.0,,70822.95071,8.0,10000.0,1.0,0.0,0.14119,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01524,1010893.0625,25.0,blobs,,0.18799,,,,,,16384.0,,,,,63.0,16388437.0,10000.0,,6804.0,,,,5319.37965,8.0,10000.0,1.0,1.52483,1.87991,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.84147,3.03147,3018475.25,25.0,blobs,Ailon2009 faithful (no refinement),2376.69399,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2103.53064,8.0,10000.0,0.88684,203.14799,4.75391,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,1.0,1.0,995710.19087,25.0,blobs,,4.82319,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,181747.54811,8.0,10000.0,1.0,0.0,0.05502,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,995710.125,25.0,blobs,,,,,,,,,,,,,,16398133.0,10000.0,,,,,,144578.22476,8.0,10000.0,1.0,0.0,0.06916,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,995829.8125,25.0,blobs,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,318027.8002,8.0,10000.0,1.0,0.01202,0.03144,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,995710.19087,25.0,blobs,,73.22662,,8192.0,,,,,1.0,2.0,32.0,,,32745705.0,10000.0,,6656.0,,32.0,,62641.7269,8.0,10000.0,1.0,0.0,0.15963,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01483,1010477.8125,25.0,blobs,,0.19498,,,,,,16384.0,,,,,63.0,16388341.0,10000.0,,6804.0,,,,5128.69728,8.0,10000.0,1.0,1.48313,1.94981,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.64157,4.26864,4250330.5,25.0,blobs,Ailon2009 faithful (no refinement),2293.04214,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2180.25584,8.0,10000.0,0.78498,326.86424,4.58661,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,1.0,1.0,995710.19087,25.0,blobs,,4.74619,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,189210.88144,8.0,10000.0,1.0,0.0,0.05285,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,995710.125,25.0,blobs,,,,,,,,,,,,,,16398149.0,10000.0,,,,,,161086.04209,8.0,10000.0,1.0,0.0,0.06207,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00009,995802.75,25.0,blobs,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,371283.6732,8.0,10000.0,1.0,0.0093,0.02693,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,995710.19087,25.0,blobs,,70.06356,,8192.0,,,,,1.0,2.0,32.0,,,32745705.0,10000.0,,6656.0,,32.0,,64913.37417,8.0,10000.0,1.0,0.0,0.15405,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01514,1010786.25,25.0,blobs,,0.19567,,,,,,16384.0,,,,,60.0,16387297.0,10000.0,,6480.0,,,,5110.41237,8.0,10000.0,1.0,1.5141,1.95678,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.84542,3.17105,3157453.0,25.0,blobs,Ailon2009 faithful (no refinement),2278.12416,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2194.53728,8.0,10000.0,0.93422,217.10564,4.55676,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,1.0,1.0,995710.19087,25.0,blobs,,4.61596,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,191563.69208,8.0,10000.0,1.0,0.0,0.0522,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,995710.125,25.0,blobs,,,,,,,,,,,,,,16398149.0,10000.0,,,,,,163877.11222,8.0,10000.0,1.0,0.0,0.06102,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00016,995870.0,25.0,blobs,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,402787.96943,8.0,10000.0,1.0,0.01605,0.02482,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,995710.19087,25.0,blobs,,68.39529,,8192.0,,,,,1.0,2.0,32.0,,,32745689.0,10000.0,,6656.0,,32.0,,66297.13351,8.0,10000.0,1.0,0.0,0.15083,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01524,1010893.0625,25.0,blobs,,0.19134,,,,,,16384.0,,,,,63.0,16388437.0,10000.0,,6804.0,,,,5226.26903,8.0,10000.0,1.0,1.52483,1.91341,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.84147,3.03147,3018475.25,25.0,blobs,Ailon2009 faithful (no refinement),2293.27835,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2180.04822,8.0,10000.0,0.88684,203.14799,4.58705,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,1.0,1.0,995710.19087,25.0,blobs,,4.77825,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,188587.47079,8.0,10000.0,1.0,0.0,0.05302,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,995710.25,25.0,blobs,,,,,,,,,,,,,,16398133.0,10000.0,,,,,,149595.71831,8.0,10000.0,1.0,0.0,0.06684,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,995829.8125,25.0,blobs,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,330139.23622,8.0,10000.0,1.0,0.012,0.03029,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,995710.19087,25.0,blobs,,69.69225,,8192.0,,,,,1.0,2.0,32.0,,,32745705.0,10000.0,,6656.0,,32.0,,65287.34442,8.0,10000.0,1.0,-0.0,0.15316,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01483,1010477.8125,25.0,blobs,,0.19424,,,,,,16384.0,,,,,63.0,16388341.0,10000.0,,6804.0,,,,5148.19596,8.0,10000.0,1.0,1.48311,1.94242,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.64157,4.26864,4250330.5,25.0,blobs,Ailon2009 faithful (no refinement),2268.11579,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2204.21996,8.0,10000.0,0.78498,326.86419,4.53675,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,1.0,0.99999,995710.19087,25.0,blobs,,4.5426,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,197282.43446,8.0,10000.0,1.0,-0.0,0.05068,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.62318,1.0,34667.83984,25.0,anisotropic,,,,,,,,,,,,,,16398117.0,10000.0,,,,,,95130.2049,8.0,10000.0,0.75686,0.0,0.10511,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.61848,1.08285,37540.29296,25.0,anisotropic,,,,,,,,,,,,,,16399237.0,10000.0,,,,,,253498.816,8.0,10000.0,0.77249,8.28564,0.03944,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63487,1.01033,35026.25363,25.0,anisotropic,,68.3705,,8192.0,,,,,1.0,2.0,32.0,,,32745689.0,10000.0,,6656.0,,32.0,,66425.74447,8.0,10000.0,0.76236,1.03385,0.15054,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62097,1.01848,35308.73046,25.0,anisotropic,,0.16392,,,,,,256.0,,,,,42.0,16379929.0,10000.0,,4536.0,,,,6100.47823,8.0,10000.0,0.75755,1.84866,1.63921,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59252,1.41831,49170.02343,25.0,anisotropic,Ailon2009 faithful (no refinement),2209.78308,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2262.39803,8.0,10000.0,0.75601,41.8318,4.42008,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.63791,1.09857,38085.19866,25.0,anisotropic,,4.45999,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,199404.94374,8.0,10000.0,0.78037,9.85743,0.05014,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61151,1.0,37376.18359,25.0,anisotropic,,,,,,,,,,,,,,16398165.0,10000.0,,,,,,88588.0172,8.0,10000.0,0.76348,0.0,0.11288,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.64328,0.94057,35155.11328,25.0,anisotropic,,,,,,,,,,,,,,16399133.0,10000.0,,,,,,281932.03853,8.0,10000.0,0.76708,-5.94247,0.03546,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.64297,0.94888,35465.81903,25.0,anisotropic,,77.20612,,8192.0,,,,,1.0,2.0,32.0,,,32748625.0,10000.0,,6656.0,,32.0,,59518.58393,8.0,10000.0,0.7669,-5.11118,0.16801,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.6371,0.93767,35046.66015,25.0,anisotropic,,0.16574,,,,,,256.0,,,,,45.0,16381141.0,10000.0,,4860.0,,,,6033.18659,8.0,10000.0,0.76357,-6.23264,1.65749,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.49809,3.31216,123795.9375,25.0,anisotropic,Ailon2009 faithful (no refinement),2250.29391,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2221.67803,8.0,10000.0,0.68972,231.21609,4.5011,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.57437,1.00797,37674.09168,25.0,anisotropic,,4.5943,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,194251.45077,8.0,10000.0,0.74531,0.79705,0.05147,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.62174,1.0,34669.46093,25.0,anisotropic,,,,,,,,,,,,,,16398165.0,10000.0,,,,,,85396.03324,8.0,10000.0,0.75638,0.0,0.1171,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.63449,1.09549,37980.34765,25.0,anisotropic,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,296613.7829,8.0,10000.0,0.77353,9.54986,0.03371,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.64628,1.0418,36118.73933,25.0,anisotropic,,74.74595,,8192.0,,,,,1.0,2.0,32.0,,,32745737.0,10000.0,,6656.0,,32.0,,61375.59563,8.0,10000.0,0.7679,4.18027,0.16293,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62427,1.01171,35075.71093,25.0,anisotropic,,0.15937,,,,,,256.0,,,,,45.0,16381141.0,10000.0,,4860.0,,,,6274.65399,8.0,10000.0,0.75761,1.17178,1.59371,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.56165,1.56018,54090.79687,25.0,anisotropic,Ailon2009 faithful (no refinement),2269.47158,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2202.89896,8.0,10000.0,0.73163,56.01856,4.53947,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.58244,1.20277,41699.57294,25.0,anisotropic,,4.50846,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,195634.73562,8.0,10000.0,0.74818,20.27753,0.05111,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.62318,1.0,34667.83984,25.0,anisotropic,,,,,,,,,,,,,,16398117.0,10000.0,,,,,,90082.65137,8.0,10000.0,0.75686,0.0,0.111,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.61848,1.08285,37540.29296,25.0,anisotropic,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,235420.82944,8.0,10000.0,0.77249,8.28564,0.04247,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63487,1.01033,35026.25358,25.0,anisotropic,,71.5241,,8192.0,,,,,1.0,2.0,32.0,,,32745689.0,10000.0,,6656.0,,32.0,,63749.81146,8.0,10000.0,0.76236,1.03385,0.15686,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62097,1.01848,35308.73046,25.0,anisotropic,,0.16506,,,,,,256.0,,,,,42.0,16379905.0,10000.0,,4536.0,,,,6058.38709,8.0,10000.0,0.75755,1.84866,1.6506,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59252,1.41831,49170.02343,25.0,anisotropic,Ailon2009 faithful (no refinement),2257.64854,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2214.43981,8.0,10000.0,0.75601,41.8318,4.51581,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.63791,1.09857,38085.19866,25.0,anisotropic,,4.67137,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,192129.87979,8.0,10000.0,0.78037,9.85743,0.05204,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61151,1.0,37376.17968,25.0,anisotropic,,,,,,,,,,,,,,16398165.0,10000.0,,,,,,92230.82146,8.0,10000.0,0.76348,0.0,0.10842,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.64328,0.94057,35155.11328,25.0,anisotropic,,,,,,,,,,,,,,16399133.0,10000.0,,,,,,298409.84258,8.0,10000.0,0.76708,-5.94246,0.03351,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.64297,0.94888,35465.81909,25.0,anisotropic,,76.59193,,8192.0,,,,,1.0,2.0,32.0,,,32745721.0,10000.0,,6656.0,,32.0,,59872.44176,8.0,10000.0,0.7669,-5.11117,0.16702,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.6371,0.93767,35046.66015,25.0,anisotropic,,0.16627,,,,,,256.0,,,,,45.0,16381141.0,10000.0,,4860.0,,,,6014.19741,8.0,10000.0,0.76357,-6.23263,1.66273,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.49809,3.31216,123795.9375,25.0,anisotropic,Ailon2009 faithful (no refinement),2268.65066,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2203.69322,8.0,10000.0,0.68972,231.21613,4.53783,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.57437,1.00797,37674.09168,25.0,anisotropic,,4.59586,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,194625.57435,8.0,10000.0,0.74531,0.79706,0.05138,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.62174,1.0,34669.46093,25.0,anisotropic,,,,,,,,,,,,,,16398165.0,10000.0,,,,,,89791.79527,8.0,10000.0,0.75638,0.0,0.11136,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.63449,1.09549,37980.34765,25.0,anisotropic,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,307755.82849,8.0,10000.0,0.77353,9.54986,0.03249,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.64628,1.0418,36118.73944,25.0,anisotropic,,66.70664,,8192.0,,,,,1.0,2.0,32.0,,,32745737.0,10000.0,,6656.0,,32.0,,68332.1489,8.0,10000.0,0.7679,4.18027,0.14634,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62427,1.01171,35075.71093,25.0,anisotropic,,0.16259,,,,,,256.0,,,,,45.0,16381141.0,10000.0,,4860.0,,,,6150.24999,8.0,10000.0,0.75761,1.17178,1.62595,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.56165,1.56018,54090.79687,25.0,anisotropic,Ailon2009 faithful (no refinement),2283.8877,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2188.99562,8.0,10000.0,0.73163,56.01856,4.5683,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.58244,1.20277,41699.57294,25.0,anisotropic,,4.60154,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,193333.6919,8.0,10000.0,0.74818,20.27753,0.05172,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.62318,1.0,34667.83984,25.0,anisotropic,,,,,,,,,,,,,,16398117.0,10000.0,,,,,,83630.74517,8.0,10000.0,0.75686,0.0,0.11957,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.61848,1.08285,37540.29296,25.0,anisotropic,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,246919.927,8.0,10000.0,0.77249,8.28564,0.04049,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63487,1.01033,35026.25355,25.0,anisotropic,,73.17091,,8192.0,,,,,1.0,2.0,32.0,,,32745689.0,10000.0,,6656.0,,32.0,,62387.021,8.0,10000.0,0.76236,1.03385,0.16028,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62097,1.01848,35308.73046,25.0,anisotropic,,0.16698,,,,,,256.0,,,,,42.0,16379905.0,10000.0,,4536.0,,,,5988.54615,8.0,10000.0,0.75755,1.84866,1.66985,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59252,1.41831,49170.02343,25.0,anisotropic,Ailon2009 faithful (no refinement),2263.08606,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2209.10669,8.0,10000.0,0.75601,41.8318,4.52671,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.63791,1.09857,38085.19866,25.0,anisotropic,,4.68234,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,191737.85477,8.0,10000.0,0.78037,9.85743,0.05215,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61151,1.0,37376.18359,25.0,anisotropic,,,,,,,,,,,,,,16398165.0,10000.0,,,,,,90790.51272,8.0,10000.0,0.76348,0.0,0.11014,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.64328,0.94057,35155.11328,25.0,anisotropic,,,,,,,,,,,,,,16399133.0,10000.0,,,,,,277415.27307,8.0,10000.0,0.76708,-5.94247,0.03604,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.64297,0.94888,35465.819,25.0,anisotropic,,73.99931,,8192.0,,,,,1.0,2.0,32.0,,,32745721.0,10000.0,,6656.0,,32.0,,61643.08103,8.0,10000.0,0.7669,-5.11118,0.16222,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.6371,0.93767,35046.66015,25.0,anisotropic,,0.16964,,,,,,256.0,,,,,45.0,16381141.0,10000.0,,4860.0,,,,5894.63472,8.0,10000.0,0.76357,-6.23264,1.69645,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.49809,3.31216,123795.9375,25.0,anisotropic,Ailon2009 faithful (no refinement),2376.49997,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2103.70855,8.0,10000.0,0.68972,231.21609,4.75351,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.57437,1.00797,37674.09168,25.0,anisotropic,,4.70161,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,186825.38753,8.0,10000.0,0.74531,0.79705,0.05352,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.62174,1.0,34669.46093,25.0,anisotropic,,,,,,,,,,,,,,16398165.0,10000.0,,,,,,86498.42457,8.0,10000.0,0.75638,0.0,0.1156,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.63449,1.09549,37980.34765,25.0,anisotropic,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,308830.62888,8.0,10000.0,0.77353,9.54986,0.03238,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.64628,1.0418,36118.73977,25.0,anisotropic,,70.01672,,8192.0,,,,,1.0,2.0,32.0,,,32745737.0,10000.0,,6656.0,,32.0,,65427.39931,8.0,10000.0,0.7679,4.18027,0.15284,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62427,1.01171,35075.71093,25.0,anisotropic,,0.16185,,,,,,256.0,,,,,45.0,16381141.0,10000.0,,4860.0,,,,6178.18567,8.0,10000.0,0.75761,1.17178,1.61859,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.56165,1.56018,54090.79687,25.0,anisotropic,Ailon2009 faithful (no refinement),2288.54952,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2184.53687,8.0,10000.0,0.73163,56.01856,4.57762,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.58244,1.20277,41699.57294,25.0,anisotropic,,4.61393,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,192169.72183,8.0,10000.0,0.74818,20.27753,0.05203,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,646343.1875,25.0,high_dim_sparseish,,,,,,,,,,,,,,16398181.0,10000.0,,,,,,114609.73237,8.0,10000.0,1.0,0.0,0.08725,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,646421.9375,25.0,high_dim_sparseish,,,,,,,,,,,,,,16399205.0,10000.0,,,,,,340323.19745,8.0,10000.0,1.0,0.01218,0.02938,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,646343.45556,25.0,high_dim_sparseish,,86.00989,,8192.0,,,,,1.0,2.0,32.0,,,32745737.0,10000.0,,6656.0,,32.0,,53452.81819,8.0,10000.0,1.0,4e-05,0.18708,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00678,650728.125,25.0,high_dim_sparseish,,0.21598,,,,,,8192.0,,,,,68.0,16391065.0,10000.0,,7344.0,,,,4629.92221,8.0,10000.0,1.0,0.67842,2.15986,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.82727,2.25814,1459539.0,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2238.58979,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2233.28801,8.0,10000.0,0.91347,125.81486,4.4777,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,1.0,0.99999,646343.15723,25.0,high_dim_sparseish,,4.68826,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,191470.77355,8.0,10000.0,1.0,-0.0,0.05222,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,646343.1875,25.0,high_dim_sparseish,,,,,,,,,,,,,,16398181.0,10000.0,,,,,,117836.86906,8.0,10000.0,1.0,0.0,0.08486,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,646422.625,25.0,high_dim_sparseish,,,,,,,,,,,,,,16399165.0,10000.0,,,,,,371179.16978,8.0,10000.0,1.0,0.01229,0.02694,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,646343.15723,25.0,high_dim_sparseish,,80.43381,,8192.0,,,,,1.0,2.0,32.0,,,32745705.0,10000.0,,6656.0,,32.0,,57432.59077,8.0,10000.0,1.0,-0.0,0.17411,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00748,651180.1875,25.0,high_dim_sparseish,,0.19274,,,,,,8192.0,,,,,76.0,16394425.0,10000.0,,8208.0,,,,5188.27336,8.0,10000.0,1.0,0.74836,1.92742,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.82265,2.54022,1641856.25,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2286.8056,,8192.0,,,,,,,,,,128025051.0,10000.0,,12096.0,,,112.0,2186.22421,8.0,10000.0,0.91547,154.02236,4.57409,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99954,1.0,646343.74206,25.0,high_dim_sparseish,,4.72793,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,32727752.0,10000.0,25.0,4964.0,0.0,,,189701.5757,8.0,10000.0,0.99921,8e-05,0.05271,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,646343.125,25.0,high_dim_sparseish,,,,,,,,,,,,,,16398165.0,10000.0,,,,,,153973.57764,8.0,10000.0,1.0,0.0,0.06494,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00015,646443.5625,25.0,high_dim_sparseish,,,,,,,,,,,,,,16399149.0,10000.0,,,,,,386821.62173,8.0,10000.0,1.0,0.01553,0.02585,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,646343.45556,25.0,high_dim_sparseish,,64.92495,,8192.0,,,,,1.0,2.0,32.0,,,32745705.0,10000.0,,6656.0,,32.0,,70020.2065,8.0,10000.0,1.0,5e-05,0.14281,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00787,651432.25,25.0,high_dim_sparseish,,0.19235,,,,,,8192.0,,,,,76.0,16394473.0,10000.0,,8208.0,,,,5198.63451,8.0,10000.0,1.0,0.78737,1.92358,211.0,insertion-only,Kmeans_sweep
